day_date,min_daily_temp_f,max_daily_temp_f,avg_air_f,avg_wind_mph,min_wind_chill,notes
2023-07-08,57.019999999999996,62.06,59.7125,8.481958333333333,54.83940582284411,foggy
2023-07-09,53.96,61.519999999999996,58.175,8.798866666666667,50.92547812882677,foggy
2023-07-10,56.480000000000004,61.16,57.7625,10.709637500000001,53.306723670416616,foggy
2023-07-11,58.64,66.2,60.305,12.517879166666667,54.91630282424951,foggy
2023-07-12,59.36,71.24000000000001,64.67,9.898725,58.71922221440161,foggy
2023-07-13,64.03999999999999,68.36,65.9975,9.777554166666667,63.19303295451351,foggy
2023-07-14,62.24,65.48,63.545,16.62836666666667,59.66818044797374,foggy
2023-07-15,62.96,67.82,64.64,14.223591666666668,60.93897128408767,foggy
2023-07-16,62.24,64.75999999999999,63.62,21.680258333333335,59.91771304551021,foggy
2023-07-17,60.44,64.94,62.4425,20.813420833333335,57.454960332645655,foggy
2023-07-18,59,64.75999999999999,62.045,14.596425,56.37403485713284,foggy
2023-07-19,58.82,64.4,62.0675,12.834787500000001,56.58830674343668,foggy
2023-07-20,59,71.78,64.6175,9.786875,56.58830674343668,foggy
2023-07-21,55.400000000000006,68,59.9375,6.981304166666667,51.56309375586112,foggy
2023-07-22,59.36,66.74000000000001,62.216521739130435,5.504965217391304,58.49079052164186,foggy
2023-07-23,61.16,67.64,63.8375,7.540554166666667,61.741093334332774,foggy
2023-07-24,61.34,71.24000000000001,65.465,11.958629166666666,59.79842362930739,foggy
2023-07-25,62.78,67.1,64.64,18.734875000000002,60.98246473841395,foggy
2023-07-26,61.16,65.30000000000001,64.01,15.388695833333335,59.01189421641037,foggy
2023-07-27,62.6,65.66,63.89,22.090375,59.75146381443305,foggy
2023-07-28,60.980000000000004,66.56,64.3325,15.258204166666667,58.86440936001856,foggy
2023-07-29,62.42,71.6,66.2375,12.191650000000001,60.79809648617993,foggy
2023-07-30,58.1,63.14,59.705,18.436608333333336,54.43455577961754,foggy
2023-07-31,58.64,65.30000000000001,61.25,10.998583333333334,56.001018367475936,foggy
2023-08-01,58.28,61.7,59.9075,9.367437500000001,56.56171653398562,foggy
2023-08-02,57.379999999999995,63.14,59.667500000000004,11.296850000000001,54.85872094549815,foggy
2023-08-03,58.82,65.12,62.2025,14.3447625,57.058561236504204,foggy
2023-08-04,60.26,62.6,61.2125,20.366020833333334,56.925686564548116,foggy
2023-08-05,57.2,69.08000000000001,60.65,9.4792875,55.6079189415495,foggy
2023-08-06,57.74,61.88,59.9225,15.239562500000002,55.039050097586845,foggy
2023-08-07,58.64,66.56,62.487500000000004,9.9546500000000009,56.133293626154796,"cloudy, foggy"
2023-08-08,59.540000000000006,63.68000000000001,61.32434782608696,20.84300434782609,55.953043372923844,"cloudy, foggy, rain"
2023-08-09,55.94,65.66,60.455,17.374033333333333,51.9223130355786,"cloudy, foggy, sun"
2023-08-10,58.64,64.4,61.730000000000004,16.227570833333335,54.94714655199802,"cloudy, foggy, sun"
2023-08-11,57.92,63.14,60.8375,20.6642875,54.33793219521593,"cloudy, sun"
2023-08-12,59.36,65.30000000000001,62.0075,16.8613875,56.34356127512035,sun
2023-08-13,62.78,65.66,64.2125,17.774829166666667,60.5635993590546,"foggy, rain, cloudy"
2023-08-14,58.64,64.94,61.7675,12.089120833333334,55.87418677505393,"foggy, sun"
2023-08-15,61.16,65.30000000000001,63.17,8.379429166666666,59.57295674763502,"rain, cloudy, foggy"
2023-08-16,57.379999999999995,62.78,60.6125,4.082525,55.40657710067351,foggy
2023-08-17,59.540000000000006,65.48,63.1625,8.854791666666667,59.87684904176506,"foggy, cloudy, sun"
2023-08-18,63.68000000000001,68.18,65.5325,15.584433333333333,61.78932442208354,foggy
2023-08-19,61.34,66.2,63.635,18.688270833333334,58.32659089804464,sun
2023-08-20,58.28,63.14,60.725,18.5950625,55.02079574111945,"sun, cloudy"
2023-08-21,60.08,68.72,63.0725,15.053145833333334,57.557035770749316,"foggy, cloudy, sun"
